 514 	 91364  		23.74 %
 515 	 90686  		22.25 %
 516 	 90686  		22.90 %
 517 	 90670  		23.10 %
 518 	 90634  		22.98 %
 519 	 88788  		20.39 %
 520 	 90676  		22.90 %
 521 	 91150  		23.71 %
 522 	 91162  		23.58 %
 523 	 90658  		22.91 %
 524 	 90736  		22.99 %
 525 	 91074  		23.41 %
 526 	 88752  		20.31 %
 527 	 88742  		20.41 %
 528 	 88698  		20.24 %
 529 	 88584  		20.23 %
 530 	 88750  		20.32 %
 531 	 88964  		20.78 %
 532 	 88748  		20.42 %
 533 	 88772  		20.37 %
 534 	 90442  		22.68 %
 535 	 88744  		20.28 %
 536 	 88920  		20.60 %
 537 	 88602  		20.30 %
 538 	 88736  		20.46 %
 539 	 88788  		20.64 %
 540 	 89088  		20.72 %
 541 	 88742  		20.37 %
 542 	 90506  		22.87 %
 543 	 90678  		23.03 %
 544 	 88572  		20.19 %
 545 	 88762  		20.61 %
 546 	 88026  		19.53 %
 547 	 88064  		19.52 %
 548 	 89218  		20.61 %
 549 	 90606  		22.86 %
 550 	 90520  		22.81 %
 551 	 88878  		20.70 %
 552 	 90628  		23.07 %
 553 	 88210  		19.72 %
 554 	 87124  		18.29 %
 555 	 87026  		18.08 %
 556 	 87072  		17.95 %
 557 	 86980  		18.01 %
 558 	 88154  		19.64 %
 559 	 88124  		19.88 %
 560 	 87124  		18.43 %
 561 	 88026  		19.72 %
 562 	 88184  		19.61 %
 563 	 86970  		18.12 %
 564 	 86902  		17.78 %
 565 	 89692  		21.77 %
 566 	 87188  		18.35 %
 567 	 87996  		19.10 %
 568 	 86950  		17.56 %
 569 	 88170  		18.34 %
 570 	 88038  		18.16 %
 571 	 86890  		17.94 %
 572 	 87124  		18.14 %
 573 	 87040  		18.41 %
 574 	 86838  		17.74 %
 575 	 88072  		19.62 %
 576 	 87996  		19.55 %
 577 	 89078  		18.92 %
 578 	 89492  		19.59 %
 579 	 86822  		16.29 %
 580 	 87048  		16.78 %
 581 	 87444  		17.28 %
 582 	 86736  		16.35 %
 583 	 87094  		16.89 %
 584 	 87066  		16.80 %
 585 	 86908  		16.53 %
 586 	 86996  		16.48 %
 587 	 86864  		16.74 %
 588 	 87056  		17.00 %
 589 	 86644  		16.05 %
 590 	 86806  		16.48 %
 591 	 86230  		15.70 %
 592 	 86136  		15.79 %
 593 	 86124  		15.47 %
 594 	 86678  		16.05 %
 595 	 86878  		16.63 %
 596 	 86056  		17.32 %
 597 	 85974  		17.19 %
 598 	 86824  		18.02 %
 599 	 86088  		17.28 %
 600 	 86276  		17.72 %
 601 	 86180  		17.37 %
 602 	 86192  		17.63 %
 603 	 86182  		17.35 %
 604 	 86852  		18.13 %
 605 	 86248  		17.62 %
 606 	 86750  		18.44 %
 607 	 84194  		14.52 %
 608 	 88104  		19.92 %
 609 	 88942  		20.98 %
 610 	 89150  		21.62 %
 611 	 88874  		20.59 %
 612 	 89090  		21.44 %
 613 	 84376  		14.78 %
 614 	 84680  		15.42 %
 615 	 88120  		20.30 %
 616 	 87768  		19.48 %
 617 	 87842  		19.87 %
 618 	 88046  		19.94 %
 619 	 84558  		15.15 %
 620 	 84498  		14.99 %
 621 	 87782  		19.59 %
 622 	 84490  		15.32 %
 623 	 84234  		14.82 %
 624 	 88066  		18.10 %
 625 	 84148  		17.83 %
 626 	 84580  		18.65 %
 627 	 84314  		17.97 %
 628 	 87754  		22.83 %
 629 	 87670  		22.97 %
 630 	 86798  		21.90 %
 631 	 86064  		17.79 %
 632 	 85340  		19.46 %
 633 	 86854  		21.83 %
 634 	 85122  		19.14 %
 635 	 85324  		19.50 %
 636 	 85190  		19.06 %
 637 	 86130  		20.61 %
 638 	 85236  		18.98 %
 639 	 86782  		21.29 %
 640 	 86248  		20.35 %
 641 	 85366  		19.39 %
 642 	 86348  		21.21 %
 643 	 85276  		19.31 %
 644 	 86320  		20.80 %
 645 	 85958  		20.30 %
 646 	 85384  		19.50 %
 647 	 85438  		19.55 %
 648 	 86878  		21.21 %
 649 	 85332  		19.56 %
 650 	 85890  		20.48 %
 651 	 85968  		20.32 %
 652 	 85928  		20.18 %
 653 	 85952  		20.32 %
 654 	 85368  		19.04 %
 655 	 85940  		20.35 %
 656 	 85978  		20.28 %
 657 	 85328  		19.32 %
 658 	 85304  		19.38 %
 659 	 85140  		14.16 %
 660 	 84356  		21.02 %
 661 	 85394  		22.88 %
 662 	 84368  		20.98 %
 663 	 84286  		20.97 %
 664 	 84826  		21.23 %
 665 	 84212  		20.83 %
 666 	 85364  		22.52 %
 667 	 85264  		22.31 %
 668 	 85060  		21.99 %
 669 	 85300  		22.69 %
 670 	 85232  		21.93 %
 671 	 85288  		22.44 %
 672 	 85208  		22.25 %
 673 	 84178  		20.63 %
 674 	 85206  		22.35 %
 675 	 84982  		21.93 %
 676 	 84120  		20.76 %
 677 	 83542  		20.12 %
 678 	 83506  		19.71 %
 679 	 84188  		20.63 %
 680 	 83950  		20.21 %
 681 	 83492  		19.96 %
 682 	 83558  		19.83 %
 683 	 84730  		21.13 %
 684 	 85230  		22.24 %
 685 	 85038  		21.96 %
 686 	 83222  		19.59 %
 687 	 85202  		22.51 %
 688 	 83500  		19.96 %
 689 	 83496  		19.87 %
 690 	 83066  		19.11 %
 691 	 85136  		15.47 %
 692 	 83340  		22.46 %
 693 	 81656  		20.54 %
 694 	 85138  		25.57 %
 695 	 85018  		24.88 %
 696 	 83346  		22.73 %
 697 	 81902  		20.16 %
 698 	 81536  		19.89 %
 699 	 81714  		20.38 %
 700 	 83074  		22.49 %
 701 	 81692  		20.38 %
 702 	 85108  		25.22 %
 703 	 83142  		21.86 %
 704 	 81820  		20.51 %
 705 	 81826  		19.97 %
 706 	 84872  		24.89 %
 707 	 83276  		22.66 %
 708 	 83238  		22.72 %
 709 	 84834  		25.03 %
 710 	 84852  		25.19 %
 711 	 82720  		21.67 %
 712 	 82744  		21.46 %
 713 	 81006  		18.96 %
 714 	 81020  		19.46 %
 715 	 82584  		21.07 %
 716 	 80842  		19.21 %
 717 	 82542  		21.54 %
 718 	 82458  		21.60 %
 719 	 83214  		22.77 %
 720 	 80944  		18.91 %
 721 	 80984  		19.54 %
 722 	 83126  		22.42 %
 723 	 84984  		24.57 %
 724 	 82786  		11.12 %
 725 	 79300  		19.57 %
 726 	 82834  		24.91 %
 727 	 83214  		25.89 %
 728 	 79532  		20.06 %
 729 	 82750  		25.22 %
 730 	 79354  		19.40 %
 731 	 79288  		19.56 %
 732 	 82468  		24.21 %
 733 	 79398  		19.55 %
 734 	 80834  		21.78 %
 735 	 80834  		21.49 %
 736 	 82320  		24.14 %
 737 	 82394  		24.15 %
 738 	 80942  		22.10 %
 739 	 79592  		20.18 %
 740 	 79466  		19.95 %
 741 	 80916  		22.25 %
 742 	 79368  		19.82 %
 743 	 79580  		19.80 %
 744 	 80310  		20.99 %
 745 	 80198  		20.95 %
 746 	 80478  		21.40 %
 747 	 80308  		20.87 %
 748 	 80276  		21.09 %
 749 	 83314  		25.28 %
 750 	 80328  		21.22 %
 751 	 80904  		22.06 %
 752 	 80306  		21.07 %
 753 	 81002  		21.94 %
 754 	 80200  		20.63 %
 755 	 80072  		20.81 %
 756 	 81116  		9.05 %
 757 	 77402  		16.50 %
 758 	 77480  		16.46 %
 759 	 83516  		12.41 %
 760 	 80794  		24.54 %
 761 	 81018  		24.92 %
 762 	 82868  		27.94 %
 763 	 80684  		23.62 %
 764 	 77492  		19.32 %
 765 	 80278  		24.27 %
 766 	 77526  		19.58 %
 767 	 78062  		20.25 %
 768 	 77562  		19.57 %
 769 	 78804  		21.17 %
 770 	 77710  		19.85 %
 771 	 78576  		21.25 %
 772 	 77488  		19.61 %
 773 	 77654  		19.68 %
 774 	 77534  		19.73 %
 775 	 77430  		19.32 %
 776 	 77718  		19.89 %
 777 	 78064  		20.43 %
 778 	 77638  		19.81 %
 779 	 77966  		20.10 %
 780 	 77484  		19.34 %
 781 	 77370  		19.57 %
 782 	 77394  		19.41 %
 783 	 77878  		20.03 %
 784 	 77430  		19.37 %
 785 	 77528  		20.06 %
 786 	 77444  		19.49 %
 787 	 77616  		19.83 %
 788 	 77466  		19.73 %
 789 	 81162  		25.24 %
 790 	 77490  		19.50 %
 791 	 77214  		19.10 %
 792 	 77550  		19.57 %
 793 	 77510  		6.64 %
 794 	 77228  		21.91 %
 795 	 77356  		21.92 %
 796 	 77432  		22.12 %
 797 	 77230  		22.28 %
 798 	 77366  		22.20 %
 799 	 77116  		21.96 %
 800 	 77636  		22.80 %
 801 	 77186  		6.20 %
 802 	 77388  		21.88 %
 803 	 77520  		22.41 %
 804 	 77440  		22.70 %
 805 	 77724  		22.78 %
 806 	 77446  		22.25 %
 807 	 77518  		22.51 %
 808 	 77166  		21.61 %
 809 	 81124  		28.35 %
 810 	 77936  		23.13 %
 811 	 77600  		22.67 %
 812 	 77632  		21.90 %
 813 	 77502  		22.35 %
 814 	 77510  		22.24 %
 815 	 77042  		21.47 %
 816 	 77186  		21.80 %
 817 	 77212  		22.08 %
 818 	 77144  		21.80 %
 819 	 77102  		21.68 %
 820 	 77118  		21.76 %
 821 	 77436  		22.34 %
 822 	 77140  		21.76 %
 823 	 77244  		22.14 %
 824 	 77246  		21.82 %
 825 	 77518  		22.53 %
 826 	 77150  		21.93 %
 827 	 77876  		7.33 %
 828 	 77298  		24.69 %
 829 	 77482  		25.02 %
 830 	 77130  		24.47 %
 831 	 77148  		7.19 %
 832 	 77132  		6.73 %
 833 	 77328  		16.54 %
 834 	 77054  		6.59 %
 835 	 77314  		7.22 %
 836 	 77134  		24.64 %
 837 	 77146  		24.63 %
 838 	 77074  		24.50 %
 839 	 76986  		24.20 %
 840 	 77088  		24.68 %
 841 	 77116  		24.95 %
 842 	 77106  		24.50 %
 843 	 77044  		24.64 %
 844 	 77088  		24.68 %
 845 	 77594  		25.28 %
 846 	 77658  		25.63 %
 847 	 76978  		24.72 %
 848 	 77090  		24.73 %
 849 	 77038  		24.71 %
 850 	 77034  		24.51 %
 851 	 77204  		24.56 %
 852 	 77472  		25.31 %
 853 	 77892  		25.96 %
 854 	 76968  		24.42 %
 855 	 77060  		24.74 %
 856 	 77134  		24.85 %
 857 	 77116  		24.67 %
 858 	 77072  		24.59 %
 859 	 77150  		24.51 %
 860 	 77030  		24.65 %
 861 	 77092  		24.66 %
 862 	 77352  		23.74 %
 863 	 77036  		24.53 %
 864 	 76992  		24.39 %
 865 	 76982  		24.89 %
 866 	 77150  		24.59 %
 867 	 76964  		24.52 %
 868 	 77268  		24.82 %
 869 	 77152  		25.00 %
 870 	 77396  		25.06 %
 871 	 77196  		24.91 %
 872 	 77284  		24.84 %
 873 	 77222  		24.75 %
 874 	 77046  		24.56 %
 875 	 77458  		25.03 %
 876 	 76990  		24.26 %
 877 	 77086  		24.39 %
 878 	 77158  		23.09 %
 879 	 77050  		23.89 %
 880 	 77186  		24.39 %
 881 	 76974  		24.26 %
 882 	 77234  		24.52 %
 883 	 77090  		24.22 %
 884 	 77126  		24.61 %
 885 	 76924  		23.94 %
 886 	 77098  		24.13 %
 887 	 76936  		24.11 %
 888 	 76852  		24.02 %
 889 	 77016  		24.23 %
 890 	 77062  		24.25 %
 891 	 77090  		24.17 %
 892 	 77292  		24.64 %
 893 	 77108  		10.33 %
 894 	 77230  		21.91 %
 895 	 77164  		10.07 %
 896 	 76828  		24.07 %
 897 	 76736  		23.73 %
 898 	 76802  		23.70 %
 899 	 77098  		24.14 %
 900 	 77092  		24.47 %
 901 	 76958  		24.25 %
 902 	 76842  		24.30 %
 903 	 76752  		23.70 %
 904 	 76804  		23.84 %
 905 	 76734  		23.16 %
 906 	 77004  		24.13 %
 907 	 76666  		23.78 %
 908 	 76878  		23.97 %
 909 	 76888  		24.00 %
 910 	 76676  		23.56 %
 911 	 76920  		23.75 %
 912 	 76650  		23.80 %
 913 	 76670  		24.05 %
 914 	 76768  		23.79 %
 915 	 76986  		24.32 %
 916 	 76720  		24.08 %
 917 	 76584  		23.55 %
 918 	 76802  		9.86 %
 919 	 76806  		9.82 %
 920 	 76708  		23.95 %
 921 	 76650  		24.18 %
 922 	 76842  		24.23 %
 923 	 76712  		23.82 %
 924 	 76910  		24.11 %
 925 	 76638  		23.68 %
 926 	 76662  		23.90 %
 927 	 76696  		24.10 %
 928 	 76930  		23.71 %
 929 	 76458  		23.40 %
 930 	 76698  		24.09 %
 931 	 76668  		23.59 %
 932 	 76414  		23.30 %
 933 	 76628  		23.77 %
